OpenTime,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,NumberOfTrades,TakerBuyBaseAssetVolume,TakerBuyQuoteAssetVolume,Ignore,Change
1530000000000.0,8462.0,8488.0,8083.01,8330.0,31130.71891,1530000000000.0,257056552.4,300842,15627.10137,129113378.8,0,-1.559914913731978
1530000000000.0,8330.0,8464.0,7979.0,8041.46,25439.8448,1530000000000.0,209489039.3,310780,12489.2645,103022237.8,0,-3.463865546218487
1530000000000.0,8038.82,8273.21,7911.9,8239.81,23476.15825,1530000000000.0,189870380.9,183913,12352.9627,99971085.73,0,2.5002425729149276
1530000000000.0,8238.01,8390.8,8095.73,8233.49,17193.42428,1530000000000.0,141878775.4,134185,8731.948551,72082928.17,0,-0.05486761972855624
1530000000000.0,8233.49,8609.0,8163.9,8526.98,19957.05711,1530000000000.0,167440553.7,161265,10632.45096,89177519.97,0,3.564588042251825
1530000000000.0,8526.97,8595.31,8305.0,8381.24,21516.59649,1530000000000.0,181750674.8,184158,10738.6864,90716245.79,0,-1.70904787984477
1530000000000.0,8386.89,8400.18,7935.11,7977.11,23710.90286,1530000000000.0,194335432.4,192154,11801.52708,96803604.56,0,-4.885958919217967
1530000000000.0,7977.12,8031.9,7425.0,7501.95,42910.66677,1530000000000.0,331238049.6,306812,20890.88927,161412820.8,0,-5.956661050604731
1530000000000.0,7501.95,7730.73,7266.99,7575.01,37845.4466,1530000000000.0,284286378.5,253694,19012.98125,142901418.8,0,0.9738801245009685
1530000000000.0,7578.99,7649.55,7308.15,7457.0,26739.95664,1530000000000.0,199749586.0,239025,13830.87024,103360633.0,0,-1.6095812238833904
1530000000000.0,7456.99,7620.0,7300.0,7333.96,19464.08607,1530000000000.0,145636226.5,212344,10377.95564,77725757.25,0,-1.649861405205046
1530000000000.0,7334.0,7400.0,7231.11,7338.99,18706.94552,1530000000000.0,136710618.5,198341,10258.27695,74990830.63,0,0.06803926915734636
1530000000000.0,7338.99,7437.0,7058.02,7099.0,27219.43896,1530000000000.0,196788994.3,233392,14409.48781,104233730.2,0,-3.2700684971637757
1530000000000.0,7099.0,7540.0,7032.95,7461.29,39407.21183,1530000000000.0,288070643.9,237359,21855.93031,159656478.1,0,5.103394844344273
1530000000000.0,7467.98,7569.0,7260.5,7375.96,32041.58362,1530000000000.0,237956894.0,242079,17205.94892,127816792.8,0,-1.2321939801659825
1530000000000.0,7382.07,7699.0,7327.51,7485.01,30776.0631,1530000000000.0,231017579.8,274399,17009.01323,127645145.7,0,1.3944598195357198
1530000000000.0,7485.01,7608.55,7355.54,7521.01,28259.12408,1530000000000.0,211458512.1,303069,15701.20543,117516855.7,0,0.48096128128085336
1530000000000.0,7521.01,7697.33,7437.0,7640.03,26720.69022,1530000000000.0,203370447.7,290131,15540.05112,118295999.0,0,1.5825002227094436
1530000000000.0,7636.81,7786.69,7600.0,7714.26,27505.15895,1530000000000.0,211737376.9,349636,15760.91067,121340420.8,0,1.0141669100056152
